UA_cond [kW/C],UA_evap_sens [kW/C],COP [-]
1.472,0.319,5.056
1.5,0.319,5.076
0.7,0.3328,4.049
0.7276,0.3328,4.109
0.7552,0.3328,4.165
0.7828,0.3328,4.219
0.8103,0.3328,4.271
0.8379,0.3328,4.321
0.8655,0.3328,4.371
0.8931,0.3328,4.422
0.9207,0.3328,4.47
0.9483,0.3328,4.516
0.9759,0.3328,4.561
1.003,0.3328,4.603
1.031,0.3328,4.643
1.059,0.3328,4.682
1.086,0.3328,4.719
1.114,0.3328,4.754
1.141,0.3328,4.788
1.169,0.3328,4.821
1.197,0.3328,4.852
1.224,0.3328,4.882
1.252,0.3328,4.911
1.279,0.3328,4.938
1.307,0.3328,4.965
1.334,0.3328,4.99
1.362,0.3328,5.015
1.39,0.3328,5.039
1.417,0.3328,5.062
1.445,0.3328,5.084
1.472,0.3328,5.105
1.5,0.3328,5.125
0.7,0.3466,4.07
0.7276,0.3466,4.131
0.7552,0.3466,4.188
0.7828,0.3466,4.243
0.8103,0.3466,4.297
0.8379,0.3466,4.35
0.8655,0.3466,4.404
0.8931,0.3466,4.456
0.9207,0.3466,4.506
0.9483,0.3466,4.553
0.9759,0.3466,4.598
1.003,0.3466,4.641
1.031,0.3466,4.682
1.059,0.3466,4.721
1.086,0.3466,4.759
1.114,0.3466,4.795
1.141,0.3466,4.829
1.169,0.3466,4.862
1.197,0.3466,4.894
1.224,0.3466,4.924
1.252,0.3466,4.953
1.279,0.3466,4.981
1.307,0.3466,5.008
1.334,0.3466,5.034
1.362,0.3466,5.059
1.39,0.3466,5.083
1.417,0.3466,5.106
1.445,0.3466,5.128
1.472,0.3466,5.15
1.5,0.3466,5.171
0.7,0.3603,4.09
0.7276,0.3603,4.151
0.7552,0.3603,4.21
0.7828,0.3603,4.267
0.8103,0.3603,4.323
0.8379,0.3603,4.38
0.8655,0.3603,4.436
0.8931,0.3603,4.489
0.9207,0.3603,4.539
0.9483,0.3603,4.587
0.9759,0.3603,4.632
1.003,0.3603,4.676
1.031,0.3603,4.718
1.059,0.3603,4.758
1.086,0.3603,4.796
1.114,0.3603,4.832
1.141,0.3603,4.867
1.169,0.3603,4.901
1.197,0.3603,4.933
1.224,0.3603,4.963
1.252,0.3603,4.993
1.279,0.3603,5.021
1.307,0.3603,5.049
1.334,0.3603,5.075
1.362,0.3603,5.1
1.39,0.3603,5.124
1.417,0.3603,5.147
1.445,0.3603,5.17
1.472,0.3603,5.192
1.5,0.3603,5.212
0.7,0.3741,4.108
0.7276,0.3741,4.171
0.7552,0.3741,4.231
0.7828,0.3741,4.29
0.8103,0.3741,4.35
0.8379,0.3741,4.409
0.8655,0.3741,4.465
0.8931,0.3741,4.519
0.9207,0.3741,4.57
0.9483,0.3741,4.618
0.9759,0.3741,4.665
1.003,0.3741,4.709
1.031,0.3741,4.751
1.059,0.3741,4.792
1.086,0.3741,4.83
1.114,0.3741,4.867
1.141,0.3741,4.903
1.169,0.3741,4.936
1.197,0.3741,4.969
1.224,0.3741,5
1.252,0.3741,5.03
1.279,0.3741,5.058
1.307,0.3741,5.086
1.334,0.3741,5.112
1.362,0.3741,5.138
1.39,0.3741,5.162
1.417,0.3741,5.186
1.445,0.3741,5.208
1.472,0.3741,5.23
1.5,0.3741,5.251
0.7,0.3879,4.125
0.7276,0.3879,4.189
0.7552,0.3879,4.251
0.7828,0.3879,4.313
0.8103,0.3879,4.376
0.8379,0.3879,4.436
0.8655,0.3879,4.493
0.8931,0.3879,4.547
0.9207,0.3879,4.599
0.9483,0.3879,4.648
0.9759,0.3879,4.695
1.003,0.3879,4.74
1.031,0.3879,4.783
1.059,0.3879,4.824
1.086,0.3879,4.863
1.114,0.3879,4.9
1.141,0.3879,4.936
1.169,0.3879,4.97
1.197,0.3879,5.003
1.224,0.3879,5.034
1.252,0.3879,5.064
1.279,0.3879,5.093
1.307,0.3879,5.121
1.334,0.3879,5.147
1.362,0.3879,5.173
1.39,0.3879,5.198
1.417,0.3879,5.221
1.445,0.3879,5.244
1.472,0.3879,5.266
1.5,0.3879,5.287
0.7,0.4017,4.141
0.7276,0.4017,4.207
0.7552,0.4017,4.271
0.7828,0.4017,4.337
0.8103,0.4017,4.4
0.8379,0.4017,4.461
0.8655,0.4017,4.519
0.8931,0.4017,4.574
0.9207,0.4017,4.626
0.9483,0.4017,4.676
0.9759,0.4017,4.724
1.003,0.4017,4.769
1.031,0.4017,4.812
1.059,0.4017,4.854
1.086,0.4017,4.893
1.114,0.4017,4.931
1.141,0.4017,4.967
1.169,0.4017,5.001
1.197,0.4017,5.034
1.224,0.4017,5.066
1.252,0.4017,5.096
1.279,0.4017,5.125
1.307,0.4017,5.153
1.334,0.4017,5.18
1.362,0.4017,5.206
1.39,0.4017,5.23
1.417,0.4017,5.254
1.445,0.4017,5.277
1.472,0.4017,5.299
1.5,0.4017,5.32
0.7,0.4155,4.157
0.7276,0.4155,4.224
0.7552,0.4155,4.291
0.7828,0.4155,4.359
0.8103,0.4155,4.423
0.8379,0.4155,4.485
0.8655,0.4155,4.543
0.8931,0.4155,4.599
0.9207,0.4155,4.652
0.9483,0.4155,4.702
0.9759,0.4155,4.75
1.003,0.4155,4.796
1.031,0.4155,4.84
1.059,0.4155,4.882
1.086,0.4155,4.921
1.114,0.4155,4.959
1.141,0.4155,4.996
1.169,0.4155,5.031
1.197,0.4155,5.064
1.224,0.4155,5.096
1.252,0.4155,5.126
1.279,0.4155,5.155
1.307,0.4155,5.183
1.334,0.4155,5.21
1.362,0.4155,5.236
1.39,0.4155,5.261
1.417,0.4155,5.285
1.445,0.4155,5.308
1.472,0.4155,5.33
1.5,0.4155,5.351
0.7,0.4293,4.171
0.7276,0.4293,4.24
0.7552,0.4293,4.311
0.7828,0.4293,4.38
0.8103,0.4293,4.445
0.8379,0.4293,4.507
0.8655,0.4293,4.566
0.8931,0.4293,4.623
0.9207,0.4293,4.676
0.9483,0.4293,4.727
0.9759,0.4293,4.776
1.003,0.4293,4.822
1.031,0.4293,4.866
1.059,0.4293,4.908
1.086,0.4293,4.948
1.114,0.4293,4.986
1.141,0.4293,5.023
1.169,0.4293,5.058
1.197,0.4293,5.091
1.224,0.4293,5.123
1.252,0.4293,5.154
1.279,0.4293,5.184
1.307,0.4293,5.212
1.334,0.4293,5.239
1.362,0.4293,5.265
1.39,0.4293,5.289
1.417,0.4293,5.313
1.445,0.4293,5.336
1.472,0.4293,5.358
1.5,0.4293,5.379
0.7,0.4431,4.186
0.7276,0.4431,4.257
0.7552,0.4431,4.33
0.7828,0.4431,4.399
0.8103,0.4431,4.466
0.8379,0.4431,4.528
0.8655,0.4431,4.588
0.8931,0.4431,4.645
0.9207,0.4431,4.699
0.9483,0.4431,4.75
0.9759,0.4431,4.799
1.003,0.4431,4.846
1.031,0.4431,4.89
1.059,0.4431,4.933
1.086,0.4431,4.973
1.114,0.4431,5.012
1.141,0.4431,5.048
1.169,0.4431,5.084
1.197,0.4431,5.117
1.224,0.4431,5.15
1.252,0.4431,5.18
1.279,0.4431,5.21
1.307,0.4431,5.238
1.334,0.4431,5.265
1.362,0.4431,5.291
1.39,0.4431,5.316
1.417,0.4431,5.34
1.445,0.4431,5.363
1.472,0.4431,5.385
1.5,0.4431,5.406
0.7,0.4569,4.2
0.7276,0.4569,4.274
0.7552,0.4569,4.348
0.7828,0.4569,4.418
0.8103,0.4569,4.485
0.8379,0.4569,4.548
0.8655,0.4569,4.609
0.8931,0.4569,4.666
0.9207,0.4569,4.72
0.9483,0.4569,4.772
0.9759,0.4569,4.822
1.003,0.4569,4.869
1.031,0.4569,4.913
1.059,0.4569,4.956
1.086,0.4569,4.997
1.114,0.4569,5.035
1.141,0.4569,5.072
1.169,0.4569,5.108
1.197,0.4569,5.142
1.224,0.4569,5.174
1.252,0.4569,5.205
1.279,0.4569,5.235
1.307,0.4569,5.263
1.334,0.4569,5.29
1.362,0.4569,5.316
1.39,0.4569,5.341
1.417,0.4569,5.365
1.445,0.4569,5.388
1.472,0.4569,5.41
1.5,0.4569,5.431
0.7,0.4707,4.213
0.7276,0.4707,4.29
0.7552,0.4707,4.365
0.7828,0.4707,4.436
0.8103,0.4707,4.503
0.8379,0.4707,4.567
0.8655,0.4707,4.628
0.8931,0.4707,4.686
0.9207,0.4707,4.741
0.9483,0.4707,4.793
0.9759,0.4707,4.843
1.003,0.4707,4.89
1.031,0.4707,4.935
1.059,0.4707,4.978
1.086,0.4707,5.019
1.114,0.4707,5.058
1.141,0.4707,5.095
1.169,0.4707,5.131
1.197,0.4707,5.165
1.224,0.4707,5.197
1.252,0.4707,5.228
1.279,0.4707,5.258
1.307,0.4707,5.286
1.334,0.4707,5.313
1.362,0.4707,5.339
1.39,0.4707,5.364
1.417,0.4707,5.388
1.445,0.4707,5.411
1.472,0.4707,5.433
1.5,0.4707,5.454
0.7,0.4845,4.226
0.7276,0.4845,4.306
0.7552,0.4845,4.381
0.7828,0.4845,4.453
0.8103,0.4845,4.521
0.8379,0.4845,4.585
0.8655,0.4845,4.646
0.8931,0.4845,4.705
0.9207,0.4845,4.76
0.9483,0.4845,4.813
0.9759,0.4845,4.863
1.003,0.4845,4.91
1.031,0.4845,4.955
1.059,0.4845,4.999
1.086,0.4845,5.04
1.114,0.4845,5.079
1.141,0.4845,5.116
1.169,0.4845,5.152
1.197,0.4845,5.186
1.224,0.4845,5.219
1.252,0.4845,5.25
1.279,0.4845,5.279
1.307,0.4845,5.308
1.334,0.4845,5.335
1.362,0.4845,5.361
1.39,0.4845,5.386
1.417,0.4845,5.41
1.445,0.4845,5.432
1.472,0.4845,5.454
1.5,0.4845,5.475
0.7,0.4983,4.24
0.7276,0.4983,4.32
0.7552,0.4983,4.396
0.7828,0.4983,4.469
0.8103,0.4983,4.537
0.8379,0.4983,4.602
0.8655,0.4983,4.664
0.8931,0.4983,4.723
0.9207,0.4983,4.778
0.9483,0.4983,4.831
0.9759,0.4983,4.881
1.003,0.4983,4.929
1.031,0.4983,4.975
1.059,0.4983,5.018
1.086,0.4983,5.06
1.114,0.4983,5.099
1.141,0.4983,5.136
1.169,0.4983,5.172
1.197,0.4983,5.206
1.224,0.4983,5.239
1.252,0.4983,5.27
1.279,0.4983,5.3
1.307,0.4983,5.328
1.334,0.4983,5.355
1.362,0.4983,5.381
1.39,0.4983,5.406
1.417,0.4983,5.43
1.445,0.4983,5.453
1.472,0.4983,5.474
1.5,0.4983,5.495
0.7,0.5121,4.254
0.7276,0.5121,4.334
0.7552,0.5121,4.411
0.7828,0.5121,4.484
0.8103,0.5121,4.553
0.8379,0.5121,4.618
0.8655,0.5121,4.68
0.8931,0.5121,4.739
0.9207,0.5121,4.795
0.9483,0.5121,4.849
0.9759,0.5121,4.899
1.003,0.5121,4.947
1.031,0.5121,4.993
1.059,0.5121,5.037
1.086,0.5121,5.078
1.114,0.5121,5.118
1.141,0.5121,5.155
1.169,0.5121,5.191
1.197,0.5121,5.225
1.224,0.5121,5.258
1.252,0.5121,5.289
1.279,0.5121,5.319
1.307,0.5121,5.347
1.334,0.5121,5.374
1.362,0.5121,5.4
1.39,0.5121,5.425
1.417,0.5121,5.449
1.445,0.5121,5.471
1.472,0.5121,5.493
1.5,0.5121,5.514
0.7,0.5259,4.266
0.7276,0.5259,4.348
0.7552,0.5259,4.425
0.7828,0.5259,4.498
0.8103,0.5259,4.568
0.8379,0.5259,4.634
0.8655,0.5259,4.696
0.8931,0.5259,4.756
0.9207,0.5259,4.812
0.9483,0.5259,4.865
0.9759,0.5259,4.916
1.003,0.5259,4.965
1.031,0.5259,5.011
1.059,0.5259,5.054
1.086,0.5259,5.096
1.114,0.5259,5.135
1.141,0.5259,5.173
1.169,0.5259,5.209
1.197,0.5259,5.243
1.224,0.5259,5.276
1.252,0.5259,5.307
1.279,0.5259,5.337
1.307,0.5259,5.365
1.334,0.5259,5.392
1.362,0.5259,5.418
1.39,0.5259,5.443
1.417,0.5259,5.467
1.445,0.5259,5.489
1.472,0.5259,5.511
1.5,0.5259,5.532
0.7,0.5397,4.278
0.7276,0.5397,4.36
0.7552,0.5397,4.438
0.7828,0.5397,4.512
0.8103,0.5397,4.582
0.8379,0.5397,4.648
0.8655,0.5397,4.711
0.8931,0.5397,4.771
0.9207,0.5397,4.827
0.9483,0.5397,4.881
0.9759,0.5397,4.932
1.003,0.5397,4.981
1.031,0.5397,5.027
1.059,0.5397,5.071
1.086,0.5397,5.113
1.114,0.5397,5.152
1.141,0.5397,5.19
1.169,0.5397,5.226
1.197,0.5397,5.26
1.224,0.5397,5.293
1.252,0.5397,5.324
1.279,0.5397,5.354
1.307,0.5397,5.382
1.334,0.5397,5.409
1.362,0.5397,5.435
1.39,0.5397,5.46
1.417,0.5397,5.483
1.445,0.5397,5.506
1.472,0.5397,5.527
1.5,0.5397,5.548
0.7,0.5534,4.29
0.7276,0.5534,4.373
0.7552,0.5534,4.451
0.7828,0.5534,4.525
0.8103,0.5534,4.595
0.8379,0.5534,4.662
0.8655,0.5534,4.725
0.8931,0.5534,4.785
0.9207,0.5534,4.842
0.9483,0.5534,4.896
0.9759,0.5534,4.948
1.003,0.5534,4.996
1.031,0.5534,5.043
1.059,0.5534,5.087
1.086,0.5534,5.128
1.114,0.5534,5.168
1.141,0.5534,5.206
1.169,0.5534,5.242
1.197,0.5534,5.276
1.224,0.5534,5.309
1.252,0.5534,5.34
1.279,0.5534,5.37
1.307,0.5534,5.398
1.334,0.5534,5.425
1.362,0.5534,5.451
1.39,0.5534,5.475
1.417,0.5534,5.499
1.445,0.5534,5.521
1.472,0.5534,5.543
1.5,0.5534,5.563
0.7,0.5672,4.301
0.7276,0.5672,4.384
0.7552,0.5672,4.463
0.7828,0.5672,4.538
0.8103,0.5672,4.608
0.8379,0.5672,4.675
0.8655,0.5672,4.739
0.8931,0.5672,4.799
0.9207,0.5672,4.856
0.9483,0.5672,4.911
0.9759,0.5672,4.962
1.003,0.5672,5.011
1.031,0.5672,5.058
1.059,0.5672,5.102
1.086,0.5672,5.144
1.114,0.5672,5.183
1.141,0.5672,5.221
1.169,0.5672,5.257
1.197,0.5672,5.292
1.224,0.5672,5.324
1.252,0.5672,5.355
1.279,0.5672,5.385
1.307,0.5672,5.413
1.334,0.5672,5.44
1.362,0.5672,5.466
1.39,0.5672,5.49
1.417,0.5672,5.514
1.445,0.5672,5.536
1.472,0.5672,5.557
1.5,0.5672,5.578
0.7,0.581,4.312
0.7276,0.581,4.395
0.7552,0.581,4.474
0.7828,0.581,4.549
0.8103,0.581,4.621
0.8379,0.581,4.688
0.8655,0.581,4.752
0.8931,0.581,4.812
0.9207,0.581,4.87
0.9483,0.581,4.924
0.9759,0.581,4.976
1.003,0.581,5.025
1.031,0.581,5.072
1.059,0.581,5.116
1.086,0.581,5.158
1.114,0.581,5.198
1.141,0.581,5.236
1.169,0.581,5.272
1.197,0.581,5.306
1.224,0.581,5.339
1.252,0.581,5.37
1.279,0.581,5.399
1.307,0.581,5.428
1.334,0.581,5.454
1.362,0.581,5.48
1.39,0.581,5.504
1.417,0.581,5.528
1.445,0.581,5.55
1.472,0.581,5.571
1.5,0.581,5.591
0.7,0.5948,4.322
0.7276,0.5948,4.406
0.7552,0.5948,4.485
0.7828,0.5948,4.561
0.8103,0.5948,4.632
0.8379,0.5948,4.7
0.8655,0.5948,4.764
0.8931,0.5948,4.825
0.9207,0.5948,4.883
0.9483,0.5948,4.937
0.9759,0.5948,4.989
1.003,0.5948,5.038
1.031,0.5948,5.085
1.059,0.5948,5.129
1.086,0.5948,5.171
1.114,0.5948,5.211
1.141,0.5948,5.249
1.169,0.5948,5.285
1.197,0.5948,5.32
1.224,0.5948,5.352
1.252,0.5948,5.383
1.279,0.5948,5.413
1.307,0.5948,5.441
1.334,0.5948,5.468
1.362,0.5948,5.493
1.39,0.5948,5.517
1.417,0.5948,5.541
1.445,0.5948,5.563
1.472,0.5948,5.584
1.5,0.5948,5.604
0.7,0.6086,4.331
0.7276,0.6086,4.416
0.7552,0.6086,4.496
0.7828,0.6086,4.572
0.8103,0.6086,4.644
0.8379,0.6086,4.712
0.8655,0.6086,4.776
0.8931,0.6086,4.837
0.9207,0.6086,4.895
0.9483,0.6086,4.95
0.9759,0.6086,5.002
1.003,0.6086,5.051
1.031,0.6086,5.098
1.059,0.6086,5.142
1.086,0.6086,5.184
1.114,0.6086,5.224
1.141,0.6086,5.262
1.169,0.6086,5.298
1.197,0.6086,5.333
1.224,0.6086,5.365
1.252,0.6086,5.396
1.279,0.6086,5.426
1.307,0.6086,5.454
1.334,0.6086,5.48
1.362,0.6086,5.506
1.39,0.6086,5.53
1.417,0.6086,5.553
1.445,0.6086,5.575
1.472,0.6086,5.596
1.5,0.6086,5.616
0.7,0.6224,4.341
0.7276,0.6224,4.426
0.7552,0.6224,4.506
0.7828,0.6224,4.582
0.8103,0.6224,4.654
0.8379,0.6224,4.723
0.8655,0.6224,4.787
0.8931,0.6224,4.849
0.9207,0.6224,4.907
0.9483,0.6224,4.962
0.9759,0.6224,5.014
1.003,0.6224,5.063
1.031,0.6224,5.11
1.059,0.6224,5.155
1.086,0.6224,5.197
1.114,0.6224,5.237
1.141,0.6224,5.275
1.169,0.6224,5.311
1.197,0.6224,5.345
1.224,0.6224,5.378
1.252,0.6224,5.409
1.279,0.6224,5.438
1.307,0.6224,5.466
1.334,0.6224,5.492
1.362,0.6224,5.518
1.39,0.6224,5.542
1.417,0.6224,5.564
1.445,0.6224,5.586
1.472,0.6224,5.607
1.5,0.6224,5.627
0.7,0.6362,4.349
0.7276,0.6362,4.435
0.7552,0.6362,4.516
0.7828,0.6362,4.592
0.8103,0.6362,4.665
0.8379,0.6362,4.733
0.8655,0.6362,4.798
0.8931,0.6362,4.86
0.9207,0.6362,4.918
0.9483,0.6362,4.973
0.9759,0.6362,5.025
1.003,0.6362,5.075
1.031,0.6362,5.122
1.059,0.6362,5.166
1.086,0.6362,5.209
1.114,0.6362,5.249
1.141,0.6362,5.287
1.169,0.6362,5.323
1.197,0.6362,5.357
1.224,0.6362,5.389
1.252,0.6362,5.42
1.279,0.6362,5.449
1.307,0.6362,5.477
1.334,0.6362,5.504
1.362,0.6362,5.529
1.39,0.6362,5.553
1.417,0.6362,5.575
1.445,0.6362,5.597
1.472,0.6362,5.618
1.5,0.6362,5.637
0.7,0.65,4.358
0.7276,0.65,4.444
0.7552,0.65,4.525
0.7828,0.65,4.602
0.8103,0.65,4.674
0.8379,0.65,4.743
0.8655,0.65,4.808
0.8931,0.65,4.87
0.9207,0.65,4.929
0.9483,0.65,4.984
0.9759,0.65,5.036
1.003,0.65,5.086
1.031,0.65,5.133
1.059,0.65,5.178
1.086,0.65,5.22
1.114,0.65,5.26
1.141,0.65,5.298
1.169,0.65,5.334
1.197,0.65,5.368
1.224,0.65,5.4
1.252,0.65,5.431
1.279,0.65,5.46
1.307,0.65,5.488
1.334,0.65,5.514
1.362,0.65,5.539
1.39,0.65,5.563
1.417,0.65,5.586
1.445,0.65,5.607
1.472,0.65,5.628
1.5,0.65,5.647
